company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,industry_group,stage_group,year,quarter,month,month_name,year_month,day_of_week,macro_regime,region,laid_off_log,funding_log,severity_magnitude,severity_intensity,prev_event_date,days_since_prior_layoff,event_sequence_number,company_total_events,is_repeated_restructurer,wrri_intensity_comp,wrri_magnitude_comp,wrri_recurrence_comp,wrri_velocity_comp,wrri_score,wrri_category
Tackle.io,Boise,75.0,2023-06-21,,Infrastructure,https://tackle.io/blog/tackle-company-update/,Series C,148.0,United States,2023-06-23,Enterprise & Infrastructure,Late Stage (Series C-D),2023,2,6,June,2023-06,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.330733340286331,5.003946305945459,Moderate (41 - 200),Unreported,,,1,1,False,8.5,11.8,5.0,5.0,30.3,Lower Risk Exposure
Tails.com,"London, Non-U.S.",55.0,2024-02-20,0.25,Retail,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,Series A,5.0,United Kingdom,2024-02-21,Consumer & Retail,Early Venture (Series A),2024,1,2,February,2024-02,Tuesday,Phase 4: AI Pivot & Structural Realignment,Europe,4.02535169073515,1.791759469228055,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,12.5,10.9,5.0,5.0,33.4,Lower Risk Exposure
Tailwind Labs,Oklahoma City,3.0,2026-01-08,,Product,https://www.businessinsider.com/tailwind-engineer-layoffs-ai-github-2026-1,Unknown,,United States,2026-01-13,Other / Diversified,Unspecified / Private,2026,1,1,January,2026-01,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,1.3862943611198906,,Low (<= 40),Unreported,,,1,1,False,8.5,3.8,5.0,5.0,22.3,Lower Risk Exposure
Take-Two,New York City,579.0,2024-04-16,0.05,Consumer,https://www.ign.com/articles/take-two-announces-layoffs-while-canceling-multiple-in-development-projects,Post-IPO,4100.0,United States,2024-04-16,Consumer & Retail,Public (Post-IPO),2024,2,4,April,2024-04,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,6.363028103540465,8.31898612539206,Mega-Event (> 500),Targeted (< 10%),,,1,1,False,2.5,17.3,5.0,5.0,29.8,Lower Risk Exposure
Take-Two Interactive,New York City,,2023-03-07,,Consumer,https://www.gamespot.com/articles/gta-parent-company-confirms-layoffs-primarily-impacting-non-development-positions/1100-6512117/,Post-IPO,2700.0,United States,2023-03-08,Consumer & Retail,Public (Post-IPO),2023,1,3,March,2023-03,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.901377353792616,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
TakeOff,"Kyiv, Non-U.S.",50.0,2023-03-23,,Retail,https://dou.ua/lenta/news/takeoff-layoff/?,Unknown,146.0,Ukraine,2023-03-26,Consumer & Retail,Unspecified / Private,2023,1,3,March,2023-03,Thursday,Phase 3: Rate Hikes & Tech Contraction,Other / International,3.9318256327243257,4.990432586778736,Moderate (41 - 200),Unreported,,,1,1,False,8.5,10.7,5.0,5.0,29.2,Lower Risk Exposure
Takl,Nashville,130.0,2020-03-24,,Consumer,https://www.bizjournals.com/nashville/news/2020/03/24/hours-before-nashville-company-laid-off-staff-it.html,Unknown,,United States,2020-04-02,Consumer & Retail,Unspecified / Private,2020,1,3,March,2020-03,Tuesday,Phase 1: COVID Shock & Virtualization,North America,4.875197323201151,,Moderate (41 - 200),Unreported,,,1,1,False,8.5,13.2,5.0,5.0,31.7,Lower Risk Exposure
Talent.com,"Montreal, Non-U.S.",86.0,2023-04-05,0.18,Recruiting,https://aimgroup.com/2023/04/05/talent-com-cuts-25-of-staff-source-says/,Series B,150.0,Canada,2023-09-07,Professional Services,Expansion Stage (Series B),2023,2,4,April,2023-04,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.465908118654584,5.017279836814924,Moderate (41 - 200),Substantial (10% - 20%),,,1,2,True,9.0,12.1,15.0,5.0,41.1,Moderate Risk Exposure
Talent.com,"Montreal, Non-U.S.",,2023-09-05,,Recruiting,https://aimgroup.com/2023/09/05/talent-com-staff-use-linkedin-to-announce-more-layoffs/,Series B,150.0,Canada,2023-09-07,Professional Services,Expansion Stage (Series B),2023,3,9,September,2023-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.017279836814924,Unreported,Unreported,2023-04-05,153.0,2,2,True,8.5,12.2,15.0,20.0,55.7,Elevated Risk Exposure
Talis Biomedical,SF Bay Area,,2022-03-15,0.25,Healthcare,https://www.fool.com/earnings/call-transcripts/2022/03/15/talis-biomedical-corporation-tlis-q4-2021-earnings/,Post-IPO,8.0,United States,2022-06-17,Healthcare & BioTech,Public (Post-IPO),2022,1,3,March,2022-03,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,North America,,2.1972245773362196,Unreported,Severe (20% - 40%),,,1,1,False,12.5,12.2,5.0,5.0,34.7,Lower Risk Exposure
Talkdesk,SF Bay Area,,2022-08-05,,Support,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,Series D,497.0,United States,2022-08-05,Enterprise & Infrastructure,Late Stage (Series C-D),2022,3,8,August,2022-08,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.210600077024653,Unreported,Unreported,,,1,3,True,8.5,12.2,25.0,5.0,50.7,Moderate Risk Exposure
Talkdesk,SF Bay Area,,2023-02-02,,Support,https://www.uctoday.com/unified-communications/tech-redundancies-hit-talkdesk/,Series D,497.0,United States,2023-02-06,Enterprise & Infrastructure,Late Stage (Series C-D),2023,1,2,February,2023-02,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.210600077024653,Unreported,Unreported,2022-08-05,181.0,2,3,True,8.5,12.2,25.0,12.0,57.7,Elevated Risk Exposure
Talkdesk,SF Bay Area,,2023-09-26,,Support,https://techcrunch.com/2023/09/26/talkdesk-conducts-third-round-of-layoffs-in-less-than-14-months/,Series D,497.0,United States,2023-09-27,Enterprise & Infrastructure,Late Stage (Series C-D),2023,3,9,September,2023-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.210600077024653,Unreported,Unreported,2023-02-02,236.0,3,3,True,8.5,12.2,25.0,12.0,57.7,Elevated Risk Exposure
Talkwalker,"Luxembourg, Non-U.S.",,2022-08-03,0.15,Marketing,https://www.siliconluxembourg.lu/lokdeep-singh-we-want-to-be-almost-obsessive-about-the-customers-needs/,Private Equity,9.0,Luxembourg,2022-08-04,Marketing & Media,Private Equity Owned,2022,3,8,August,2022-08,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Other / International,,2.302585092994046,Unreported,Substantial (10% - 20%),,,1,1,False,7.5,12.2,5.0,5.0,29.7,Lower Risk Exposure
Tally,SF Bay Area,28.0,2020-05-07,0.23,Finance,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,Series C,92.0,United States,2020-05-11,Fintech & Financial Services,Late Stage (Series C-D),2020,2,5,May,2020-05,Thursday,Phase 1: COVID Shock & Virtualization,North America,3.367295829986474,4.532599493153256,Low (<= 40),Severe (20% - 40%),,,1,2,True,11.5,9.1,15.0,5.0,40.6,Moderate Risk Exposure
Tally,SF Bay Area,,2024-08-12,1.0,Finance,https://techcrunch.com/2024/08/12/a16z-backed-fintech-tally-which-raised-172m-in-funding-is-shutting-down-after-running-out-of-cash/,Series C,172.0,United States,2024-08-13,Fintech & Financial Services,Late Stage (Series C-D),2024,3,8,August,2024-08,Monday,Phase 4: AI Pivot & Structural Realignment,North America,,5.153291594497779,Unreported,Existential / Drastic (> 40%),2020-05-07,1558.0,2,2,True,25.0,12.2,15.0,7.0,59.2,Elevated Risk Exposure
Tamara Mellon,Los Angeles,20.0,2020-03-12,0.4,Retail,https://layoffs.fyi/list/tamara-mellon/,Series C,90.0,United States,2020-03-31,Consumer & Retail,Late Stage (Series C-D),2020,1,3,March,2020-03,Thursday,Phase 1: COVID Shock & Virtualization,North America,3.044522437723423,4.51085950651685,Low (<= 40),Severe (20% - 40%),,,1,1,False,20.0,8.3,5.0,5.0,38.3,Moderate Risk Exposure
Tanium,Seattle,30.0,2021-08-30,,Security,https://www.businessinsider.com/tanium-layoffs-senior-product-marketing-2021-8,Unknown,1000.0,United States,2022-06-07,Enterprise & Infrastructure,Unspecified / Private,2021,3,8,August,2021-08,Monday,Phase 1: COVID Shock & Virtualization,North America,3.4339872044851463,6.90875477931522,Low (<= 40),Unreported,,,1,1,False,8.5,9.3,5.0,5.0,27.8,Lower Risk Exposure
Tapas Media,SF Bay Area,,2022-07-28,,Media,,Acquired,17.0,United States,2022-08-02,Marketing & Media,Acquired / Subsidiary,2022,3,7,July,2022-07,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,2.8903717578961645,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Tapps Games,"Sao Paulo, Non-U.S.",10.0,2022-11-01,,Consumer,https://dropsdejogos.uai.com.br/noticias/indie/tapps-games-demissoes/,Unknown,,Brazil,2023-01-21,Consumer & Retail,Unspecified / Private,2022,4,11,November,2022-11,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Latin America,2.3978952727983707,,Low (<= 40),Unreported,,,1,1,False,8.5,6.5,5.0,5.0,25.0,Lower Risk Exposure
TaskUs,Los Angeles,52.0,2022-06-21,0.0,Support,Internal memo,Post-IPO,279.0,United States,2022-06-22,Enterprise & Infrastructure,Public (Post-IPO),2022,2,6,June,2022-06,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.970291913552122,5.634789603169249,Moderate (41 - 200),Targeted (< 10%),,,1,2,True,0.0,10.8,15.0,5.0,30.8,Lower Risk Exposure
TaskUs,San Antonio,186.0,2023-02-22,,Support,https://www.expressnews.com/business/article/taskus-layoff-186-employees-san-antonio-17798813.php,Post-IPO,279.0,United States,2023-02-23,Enterprise & Infrastructure,Public (Post-IPO),2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,5.231108616854587,5.634789603169249,Moderate (41 - 200),Unreported,2022-06-21,246.0,2,2,True,8.5,14.2,15.0,12.0,49.7,Moderate Risk Exposure
TaxBit,Salt Lake City,,2022-12-13,,Crypto,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,Series B,235.0,United States,2022-12-18,Fintech & Financial Services,Expansion Stage (Series B),2022,4,12,December,2022-12,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.4638318050256105,Unreported,Unreported,,,1,2,True,8.5,12.2,15.0,5.0,40.7,Moderate Risk Exposure
TaxBit,SF Bay Area,80.0,2023-06-11,0.4,Crypto,https://www.theinformation.com/briefings/crypto-tax-software-startup-cuts-nearly-40-of-staff,Unknown,253.0,United States,2023-06-12,Fintech & Financial Services,Unspecified / Private,2023,2,6,June,2023-06,Sunday,Phase 3: Rate Hikes & Tech Contraction,North America,4.394449154672439,5.537334267018537,Moderate (41 - 200),Severe (20% - 40%),2022-12-13,180.0,2,2,True,20.0,11.9,15.0,12.0,58.9,Elevated Risk Exposure
Taxfix,"Berlin, Non-U.S.",120.0,2023-05-30,0.2,Finance,https://techcrunch.com/2023/05/30/taxfix-layoffs/,Series D,330.0,Germany,2023-05-31,Fintech & Financial Services,Late Stage (Series C-D),2023,2,5,May,2023-05,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Europe,4.795790545596741,5.802118375377063,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,10.0,13.0,5.0,5.0,33.0,Lower Risk Exposure
Teachmint,"Bengaluru, Non-U.S.",45.0,2022-11-30,0.05,Education,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,Series B,118.0,India,2022-12-01,EdTech & Learning,Expansion Stage (Series B),2022,4,11,November,2022-11,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,3.828641396489095,4.77912349311153,Moderate (41 - 200),Targeted (< 10%),,,1,2,True,2.5,10.4,15.0,5.0,32.9,Lower Risk Exposure
Teachmint,"Bengaluru, Non-U.S.",70.0,2023-05-05,,Education,https://inc42.com/buzz/exclusive-teachmint-lays-off-over-70-employees-in-2nd-round-of-layoffs/,Series B,118.0,India,2023-05-05,EdTech & Learning,Expansion Stage (Series B),2023,2,5,May,2023-05,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.2626798770413155,4.77912349311153,Moderate (41 - 200),Unreported,2022-11-30,156.0,2,2,True,8.5,11.6,15.0,20.0,55.1,Elevated Risk Exposure
Teads,New York City,180.0,2025-12-04,0.1,Marketing,https://www.calcalistech.com/ctechnews/article/skb9q0lgwl,Unknown,123.0,United States,2025-12-10,Marketing & Media,Unspecified / Private,2025,4,12,December,2025-12,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,5.198497031265826,4.820281565605037,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,5.0,14.1,5.0,5.0,29.1,Lower Risk Exposure
TealBook,"Toronto, Non-U.S.",34.0,2022-11-17,0.19,Other,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Series B,73.0,Canada,2022-11-17,Other / Diversified,Expansion Stage (Series B),2022,4,11,November,2022-11,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,3.5553480614894135,4.30406509320417,Low (<= 40),Substantial (10% - 20%),,,1,1,False,9.5,9.7,5.0,5.0,29.2,Lower Risk Exposure
Teampay,New York City,30.0,2023-04-26,0.33,Finance,https://www.axios.com/pro/fintech-deals/2023/04/26/corporate-card-teampay-layoffs-30-percent,Series B,79.0,United States,2023-04-28,Fintech & Financial Services,Expansion Stage (Series B),2023,2,4,April,2023-04,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,3.4339872044851463,4.382026634673881,Low (<= 40),Severe (20% - 40%),,,1,1,False,16.5,9.3,5.0,5.0,35.8,Moderate Risk Exposure
Teamwork,"Cork, Non-U.S.",21.0,2020-05-22,,Other,https://www.thecurrency.news/articles/17754/not-the-time-for-venture-capital-teamwork-rules-out-raising-vc-money-as-tech-valuations-fall,Unknown,,Ireland,2020-05-24,Other / Diversified,Unspecified / Private,2020,2,5,May,2020-05,Friday,Phase 1: COVID Shock & Virtualization,Europe,3.091042453358316,,Low (<= 40),Unreported,,,1,1,False,8.5,8.4,5.0,5.0,26.9,Lower Risk Exposure
TechAdvance,"Lagos, Non-U.S.",,2020-04-08,,Finance,https://twitter.com/pyjama_ceo/status/1247881029349543941,Unknown,1.0,Nigeria,2020-05-15,Fintech & Financial Services,Unspecified / Private,2020,2,4,April,2020-04,Wednesday,Phase 1: COVID Shock & Virtualization,Africa,,0.6931471805599453,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
TechCrunch,SF Bay Area,7.0,2024-01-30,,Media,https://www.adweek.com/media/techcrunch-shutters-subscription-layoffs/,Acquired,,United States,2024-01-31,Marketing & Media,Acquired / Subsidiary,2024,1,1,January,2024-01,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,2.0794415416798357,,Low (<= 40),Unreported,,,1,2,True,8.5,5.6,15.0,5.0,34.1,Lower Risk Exposure
TechCrunch,SF Bay Area,,2025-01-14,,Media,https://www.businessinsider.com/techcrunch-cuts-staff-amid-evolving-needs-2025-1,Acquired,,United States,2025-01-17,Marketing & Media,Acquired / Subsidiary,2025,1,1,January,2025-01,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,,,Unreported,Unreported,2024-01-30,350.0,2,2,True,8.5,12.2,15.0,12.0,47.7,Moderate Risk Exposure
TechTarget,Boston,60.0,2022-12-08,0.05,Marketing,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,Post-IPO,115.0,United States,2022-12-11,Marketing & Media,Public (Post-IPO),2022,4,12,December,2022-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,4.110873864173311,4.7535901911063645,Moderate (41 - 200),Targeted (< 10%),,,1,1,False,2.5,11.2,5.0,5.0,23.7,Lower Risk Exposure
Tekion,"Bengaluru, Non-U.S.",300.0,2023-08-02,0.1,Other,https://inc42.com/buzz/exclusive-tekion-lays-off-around-200-indian-employees/,Series D,435.0,India,2023-08-03,Other / Diversified,Late Stage (Series C-D),2023,3,8,August,2023-08,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,5.707110264748875,6.077642243349034,High (201 - 500),Substantial (10% - 20%),,,1,1,False,5.0,15.5,5.0,5.0,30.5,Lower Risk Exposure
Teladoc Health,New York City,300.0,2023-01-18,0.06,Healthcare,https://digitalhealth.modernhealthcare.com/finance/teladoc-health-layoffs-staff-cut-jason-gorevic,Post-IPO,172.0,United States,2023-01-18,Healthcare & BioTech,Public (Post-IPO),2023,1,1,January,2023-01,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,5.707110264748875,5.153291594497779,High (201 - 500),Targeted (< 10%),,,1,1,False,3.0,15.5,5.0,5.0,28.5,Lower Risk Exposure
Telenav,"Cluj-Napoca, Non-U.S.",172.0,2023-05-12,,Transportation,https://www.romania-insider.com/telenav-closes-cluj-office-may-2023,Post-IPO,30.0,Romania,2023-05-12,Travel & Transportation,Public (Post-IPO),2023,2,5,May,2023-05,Friday,Phase 3: Rate Hikes & Tech Contraction,Other / International,5.153291594497779,3.4339872044851463,Moderate (41 - 200),Unreported,,,1,1,False,8.5,14.0,5.0,5.0,32.5,Lower Risk Exposure
Teleport,SF Bay Area,15.0,2022-07-01,0.06,Infrastructure,https://goteleport.com/blog/managing-downturn/,Series C,169.0,United States,2022-07-02,Enterprise & Infrastructure,Late Stage (Series C-D),2022,3,7,July,2022-07,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,2.772588722239781,5.135798437050262,Low (<= 40),Targeted (< 10%),,,1,1,False,3.0,7.5,5.0,5.0,20.5,Lower Risk Exposure
Tempo,SF Bay Area,,2022-10-03,,Fitness,Internal memo,Series C,298.0,United States,2022-10-08,Other / Diversified,Late Stage (Series C-D),2022,4,10,October,2022-10,Monday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.700443573390687,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Tempo Automation,SF Bay Area,54.0,2022-08-17,,Other,https://www.bizjournals.com/sanfrancisco/news/2022/08/17/tempo-automation-sf-layoffs-merger-spac.html,Series C,74.0,United States,2022-08-17,Other / Diversified,Late Stage (Series C-D),2022,3,8,August,2022-08,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.007333185232471,4.31748811353631,Moderate (41 - 200),Unreported,,,1,3,True,8.5,10.9,25.0,5.0,49.4,Moderate Risk Exposure
Tempo Automation,SF Bay Area,62.0,2023-07-13,,Other,https://investors.tempoautomation.com/static-files/f021231f-65a6-4ae2-8680-3bc48a51a028,Post-IPO,154.0,United States,2023-07-17,Other / Diversified,Public (Post-IPO),2023,3,7,July,2023-07,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,4.143134726391533,5.043425116919247,Moderate (41 - 200),Unreported,2022-08-17,330.0,2,3,True,8.5,11.2,25.0,12.0,56.7,Elevated Risk Exposure
Tempo Automation,SF Bay Area,,2023-08-22,,Other,https://www.bizjournals.com/sanfrancisco/news/2023/08/22/tmpo-asia-io-layoffs-san-francisco-manufacturing.html,Post-IPO,154.0,United States,2023-08-23,Other / Diversified,Public (Post-IPO),2023,3,8,August,2023-08,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.043425116919247,Unreported,Unreported,2023-07-13,40.0,3,3,True,8.5,12.2,25.0,25.0,70.7,Elevated Risk Exposure
Tempus Ex,SF Bay Area,,2022-05-30,,Data,Internal memo,Unknown,36.0,United States,2022-06-16,Enterprise & Infrastructure,Unspecified / Private,2022,2,5,May,2022-05,Monday,Phase 2: Tech Overhiring & Peak Valuation,North America,,3.6109179126442243,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Ten Square Games,"Wrocław, Non-U.S.",120.0,2023-04-17,0.25,Consumer,https://economictimes.indiatimes.com/tech/technology/ten-square-games-to-lay-off-25-of-staff-suspend-two-major-projects/articleshow/99558794.cms,Seed,,Poland,2023-04-18,Consumer & Retail,Early Stage (Seed),2023,2,4,April,2023-04,Monday,Phase 3: Rate Hikes & Tech Contraction,Other / International,4.795790545596741,,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,12.5,13.0,5.0,5.0,35.5,Moderate Risk Exposure
Tenable,Baltimore,,2024-02-07,0.05,Security,https://bnnbreaking.com/finance-nav/tenable-reveals-strong-q4-2023-financial-performance-and-strategy-optimization,Post-IPO,565.0,United States,2024-02-08,Enterprise & Infrastructure,Public (Post-IPO),2024,1,2,February,2024-02,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,,6.338594078203183,Unreported,Targeted (< 10%),,,1,1,False,2.5,12.2,5.0,5.0,24.7,Lower Risk Exposure
Tencent,"Shenzen, Non-U.S.",,2022-11-15,,Consumer,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,Post-IPO,12600.0,China,2022-11-17,Consumer & Retail,Public (Post-IPO),2022,4,11,November,2022-11,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,,9.441531454869693,Unreported,Unreported,,,1,2,True,8.5,12.2,15.0,5.0,40.7,Moderate Risk Exposure
Tencent,"Shenzen, Non-U.S.",300.0,2023-02-17,,Consumer,https://brandequity.economictimes.indiatimes.com/news/digital/tencent-says-is-making-personnel-adjustments-after-report-of-layoffs/97998975,Post-IPO,12600.0,China,2023-02-17,Consumer & Retail,Public (Post-IPO),2023,1,2,February,2023-02,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,5.707110264748875,9.441531454869693,High (201 - 500),Unreported,2022-11-15,94.0,2,2,True,8.5,15.5,15.0,20.0,59.0,Elevated Risk Exposure
