company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,industry_group,stage_group,year,quarter,month,month_name,year_month,day_of_week,macro_regime,region,laid_off_log,funding_log,severity_magnitude,severity_intensity,prev_event_date,days_since_prior_layoff,event_sequence_number,company_total_events,is_repeated_restructurer,wrri_intensity_comp,wrri_magnitude_comp,wrri_recurrence_comp,wrri_velocity_comp,wrri_score,wrri_category
Acxiom,Little Rock,,2023-04-11,,Marketing,https://www.thecabin.net/news/acxiom-reduces-workforce-following-assessment/article_82704fbb-6267-5072-a057-b8f026aabe7a.html,Post-IPO,,United States,2023-04-12,Marketing & Media,Public (Post-IPO),2023,2,4,April,2023-04,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,,Unreported,Unreported,,,1,2,True,8.5,12.2,15.0,5.0,40.7,Moderate Risk Exposure
Acxiom,Little Rock,130.0,2025-03-19,0.03,Marketing,https://adage.com/article/agency-news/acxiom-lays-35-staff-more-130-employees/2606146,Post-IPO,,United States,2025-03-21,Marketing & Media,Public (Post-IPO),2025,1,3,March,2025-03,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,4.875197323201151,,Moderate (41 - 200),Targeted (< 10%),2023-04-11,708.0,2,2,True,1.5,13.2,15.0,7.0,36.7,Moderate Risk Exposure
AdRoll,Salt Lake City,210.0,2020-03-31,0.3,Marketing,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,Series C,89.0,United States,2020-04-01,Marketing & Media,Late Stage (Series C-D),2020,1,3,March,2020-03,Tuesday,Phase 1: COVID Shock & Virtualization,North America,5.351858133476067,4.499809670330265,High (201 - 500),Severe (20% - 40%),,,1,1,False,15.0,14.5,5.0,5.0,39.5,Moderate Risk Exposure
Ada,"Toronto, Non-U.S.",78.0,2022-09-20,0.16,Support,https://www.linkedin.com/posts/mikemurchison_company-message-from-mike-ugcPost-6978042513135710209-CcNB/,Series C,190.0,Canada,2022-09-21,Enterprise & Infrastructure,Late Stage (Series C-D),2022,3,9,September,2022-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.3694478524670215,5.25227342804663,Moderate (41 - 200),Substantial (10% - 20%),,,1,2,True,8.0,11.9,15.0,5.0,39.9,Moderate Risk Exposure
Ada,"Toronto, Non-U.S.",,2023-02-01,,Support,https://betakit.com/ada-latest-canadian-unicorn-to-make-additional-staff-cuts/,Series C,190.0,Canada,2023-02-03,Enterprise & Infrastructure,Late Stage (Series C-D),2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.25227342804663,Unreported,Unreported,2022-09-20,134.0,2,2,True,8.5,12.2,15.0,20.0,55.7,Elevated Risk Exposure
Ada Health,"Berlin, Non-U.S.",50.0,2022-10-17,,Healthcare,Internal memo,Series B,189.0,Germany,2022-10-26,Healthcare & BioTech,Expansion Stage (Series B),2022,4,10,October,2022-10,Monday,Phase 3: Rate Hikes & Tech Contraction,Europe,3.9318256327243257,5.247024072160486,Moderate (41 - 200),Unreported,,,1,1,False,8.5,10.7,5.0,5.0,29.2,Lower Risk Exposure
Ada Support,"Toronto, Non-U.S.",36.0,2020-04-24,0.23,Support,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,Series B,60.0,Canada,2020-04-24,Enterprise & Infrastructure,Expansion Stage (Series B),2020,2,4,April,2020-04,Friday,Phase 1: COVID Shock & Virtualization,North America,3.6109179126442243,4.110873864173311,Low (<= 40),Severe (20% - 40%),,,1,1,False,11.5,9.8,5.0,5.0,31.3,Lower Risk Exposure
Adaptive Biotechnologies,Seattle,100.0,2022-03-08,0.12,Healthcare,https://www.geekwire.com/2022/adaptive-biotechnologies-lays-off-about-100-people-12-of-headcount-to-streamline-our-workforce/,Post-IPO,406.0,United States,2022-05-29,Healthcare & BioTech,Public (Post-IPO),2022,1,3,March,2022-03,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,North America,4.61512051684126,6.008813185442595,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,6.0,12.5,5.0,5.0,28.5,Lower Risk Exposure
Adara,SF Bay Area,,2020-03-31,,Travel,https://www.linkedin.com/posts/hongchengmi_grateful-activity-6650855887563030528-O3sC,Series C,67.0,United States,2020-04-06,Travel & Transportation,Late Stage (Series C-D),2020,1,3,March,2020-03,Tuesday,Phase 1: COVID Shock & Virtualization,North America,,4.219507705176107,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Adda247,"Gurugram, Non-U.S.",300.0,2023-10-14,,Education,https://entrackr.com/2023/10/exclusive-edtech-startup-adda247-fires-300-employees/,Series B,61.0,India,2023-10-15,EdTech & Learning,Expansion Stage (Series B),2023,4,10,October,2023-10,Saturday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,5.707110264748875,4.127134385045092,High (201 - 500),Unreported,,,1,2,True,8.5,15.5,15.0,5.0,44.0,Moderate Risk Exposure
Adda247,"Gurugram, Non-U.S.",200.0,2026-05-10,0.2,Education,https://www.whalesbook.com/news/English/tech/Adda247-Cuts-Staff-Ahead-of-IPO-Signals-Profitability-Push/6a00cbb0707d23e84421af77,Series B,61.0,India,2026-05-11,EdTech & Learning,Expansion Stage (Series B),2026,2,5,May,2026-05,Sunday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,5.303304908059076,4.127134385045092,Moderate (41 - 200),Substantial (10% - 20%),2023-10-14,939.0,2,2,True,10.0,14.4,15.0,7.0,46.4,Moderate Risk Exposure
Addepar,SF Bay Area,20.0,2023-01-18,0.03,Finance,https://fortune.com/2023/01/17/addepar-a-wealth-management-startup-launched-by-the-co-founder-of-palantir-is-the-latest-fintech-to-cut-jobs/,Series F,491.0,United States,2023-01-18,Fintech & Financial Services,Growth Stage (Series E+),2023,1,1,January,2023-01,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,3.044522437723423,6.198478716492308,Low (<= 40),Targeted (< 10%),,,1,1,False,1.5,8.3,5.0,5.0,19.8,Lower Risk Exposure
Addi,"Bogota, Non-U.S.",,2022-06-14,,Finance,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,Series C,376.0,Colombia,2022-06-15,Fintech & Financial Services,Late Stage (Series C-D),2022,2,6,June,2022-06,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,Latin America,,5.932245187448011,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Adjust,"Berlin, Non-U.S.",304.0,2024-11-22,,Marketing,https://www.pocketgamer.biz/applovin-owned-adjust-lays-off-staff/,Acquired,256.0,Germany,2024-11-24,Marketing & Media,Acquired / Subsidiary,2024,4,11,November,2024-11,Friday,Phase 4: AI Pivot & Structural Realignment,Europe,5.720311776607412,5.54907608489522,High (201 - 500),Unreported,,,1,1,False,8.5,15.5,5.0,5.0,34.0,Lower Risk Exposure
Adobe,SF Bay Area,100.0,2022-12-06,,Marketing,https://www.bloomberg.com/news/articles/2022-12-06/adobe-cuts-100-jobs-concentrated-in-sales-as-tech-tightens-belt,Post-IPO,2.0,United States,2022-12-07,Marketing & Media,Public (Post-IPO),2022,4,12,December,2022-12,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.61512051684126,1.0986122886681098,Moderate (41 - 200),Unreported,,,1,1,False,8.5,12.5,5.0,5.0,31.0,Lower Risk Exposure
Advata,Seattle,32.0,2022-10-28,0.21,Healthcare,https://www.geekwire.com/2022/seattle-area-health-data-analytics-company-advata-lays-off-employees/,Unknown,,United States,2022-10-31,Healthcare & BioTech,Unspecified / Private,2022,4,10,October,2022-10,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,3.4965075614664802,,Low (<= 40),Severe (20% - 40%),,,1,1,False,10.5,9.5,5.0,5.0,30.0,Lower Risk Exposure
Advisor Credit Exchange,Philadelphia,,2025-01-14,1.0,Finance,https://citywire.com/ria/news/envestnet-backed-advisor-credit-exchange-to-shut-down-sources/a2457772,Unknown,31.0,United States,2025-01-15,Fintech & Financial Services,Unspecified / Private,2025,1,1,January,2025-01,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,,3.4657359027997265,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
Adwerx,Durham,40.0,2022-07-07,,Marketing,https://www.inman.com/2022/07/08/adwerx-lays-off-40-employees-as-company-slows-new-initiatives/,Unknown,20.0,United States,2022-07-08,Marketing & Media,Unspecified / Private,2022,3,7,July,2022-07,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,3.713572066704308,3.044522437723423,Low (<= 40),Unreported,,,1,1,False,8.5,10.1,5.0,5.0,28.6,Lower Risk Exposure
Affirm,SF Bay Area,,2022-11-03,0.01,Finance,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,Post-IPO,1500.0,United States,2022-11-04,Fintech & Financial Services,Public (Post-IPO),2022,4,11,November,2022-11,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.313886831633462,Unreported,Targeted (< 10%),,,1,3,True,0.5,12.2,25.0,5.0,42.7,Moderate Risk Exposure
Affirm,SF Bay Area,500.0,2023-02-08,0.19,Finance,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,Post-IPO,1500.0,United States,2023-02-08,Fintech & Financial Services,Public (Post-IPO),2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,6.2166061010848646,7.313886831633462,High (201 - 500),Substantial (10% - 20%),2022-11-03,97.0,2,3,True,9.5,16.9,25.0,20.0,71.4,Elevated Risk Exposure
Affirm,Pittsburgh,60.0,2024-02-21,,Finance,https://bnnbreaking.com/finance-nav/affirms-pittsburgh-layoffs-a-tale-of-corporate-strategy-and-employee-impact,Post-IPO,1500.0,United States,2024-02-22,Fintech & Financial Services,Public (Post-IPO),2024,1,2,February,2024-02,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,4.110873864173311,7.313886831633462,Moderate (41 - 200),Unreported,2023-02-08,378.0,3,3,True,8.5,11.2,25.0,7.0,51.7,Moderate Risk Exposure
Afterverse,"Brasilia, Non-U.S.",60.0,2022-06-03,0.2,Consumer,https://neofeed.com.br/blog/home/o-jogo-virou-afterverse-empresa-de-games-da-movile-corta-ate-60-funcionarios/,Unknown,,Brazil,2023-01-21,Consumer & Retail,Unspecified / Private,2022,2,6,June,2022-06,Friday,Phase 2: Tech Overhiring & Peak Valuation,Latin America,4.110873864173311,,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,10.0,11.2,5.0,5.0,31.2,Lower Risk Exposure
AgentSync,Denver,67.0,2023-07-19,0.24,Finance,Internal memo,Series B,111.0,United States,2023-07-26,Fintech & Financial Services,Expansion Stage (Series B),2023,3,7,July,2023-07,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.219507705176107,4.718498871295094,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,12.0,11.5,5.0,5.0,33.5,Lower Risk Exposure
Agility Robotics,Portland,,2024-04-04,,Other,https://techcrunch.com/2024/04/04/agility-robotics-lays-off-some-staff-amid-commercialization-focus/,Series B,179.0,United States,2024-04-05,Other / Diversified,Expansion Stage (Series B),2024,2,4,April,2024-04,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,,5.19295685089021,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Agoda,"Singapore, Non-U.S.",1500.0,2020-05-18,0.25,Travel,https://layoffs.fyi/2020/05/24/agoda-laid-off-1500-employees-launches-public-alumni-directory/,Acquired,,Singapore,2020-05-19,Travel & Transportation,Acquired / Subsidiary,2020,2,5,May,2020-05,Monday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,7.313886831633462,,Mega-Event (> 500),Severe (20% - 40%),,,1,1,False,12.5,19.9,5.0,5.0,42.4,Moderate Risk Exposure
Ahead,SF Bay Area,44.0,2022-04-14,1.0,Healthcare,https://www.bloomberg.com/news/articles/2022-04-14/online-adhd-medication-startup-ahead-is-shutting-down?sref=yLCixKPR,Unknown,9.0,United States,2022-04-15,Healthcare & BioTech,Unspecified / Private,2022,2,4,April,2022-04,Thursday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.8066624897703196,2.302585092994046,Moderate (41 - 200),Existential / Drastic (> 40%),,,1,1,False,25.0,10.3,5.0,5.0,45.3,Moderate Risk Exposure
Air,New York City,,2020-09-16,0.16,Marketing,https://air.inc/blog/series-a,Series A,18.0,United States,2020-09-21,Marketing & Media,Early Venture (Series A),2020,3,9,September,2020-09,Wednesday,Phase 1: COVID Shock & Virtualization,North America,,2.9444389791664403,Unreported,Substantial (10% - 20%),,,1,1,False,8.0,12.2,5.0,5.0,30.2,Lower Risk Exposure
AirMap,Los Angeles,,2020-04-30,,Aerospace,https://layoffs.fyi/2020/05/26/drone-startup-airmap-conducts-layoff/,Unknown,75.0,United States,2020-05-02,Hardware & Manufacturing,Unspecified / Private,2020,2,4,April,2020-04,Thursday,Phase 1: COVID Shock & Virtualization,North America,,4.330733340286331,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
AirSlate,Boston,170.0,2025-10-23,,Other,https://www.bizjournals.com/boston/news/2025/10/23/airslate-layoffs-2025.html,Series B,181.0,United States,2026-07-11,Other / Diversified,Expansion Stage (Series B),2025,4,10,October,2025-10,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,5.14166355650266,5.204006687076795,Moderate (41 - 200),Unreported,,,1,1,False,8.5,14.0,5.0,5.0,32.5,Lower Risk Exposure
Airbnb,SF Bay Area,1900.0,2020-05-05,0.25,Travel,https://layoffs.fyi/2020/05/07/airbnb-laid-off-1900-employees/,Private Equity,5400.0,United States,2020-05-05,Travel & Transportation,Private Equity Owned,2020,2,5,May,2020-05,Tuesday,Phase 1: COVID Shock & Virtualization,North America,7.550135342488429,8.594339400592892,Mega-Event (> 500),Severe (20% - 40%),,,1,2,True,12.5,20.5,15.0,5.0,53.0,Moderate Risk Exposure
Airbnb,SF Bay Area,30.0,2023-03-03,,Travel,https://www.bloomberg.com/news/articles/2023-03-03/airbnb-layoffs-hit-recruiting-staff-even-as-it-selectively-hires,Post-IPO,6400.0,United States,2023-03-04,Travel & Transportation,Public (Post-IPO),2023,1,3,March,2023-03,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,3.4339872044851463,8.764209507142004,Low (<= 40),Unreported,2020-05-05,1032.0,2,2,True,8.5,9.3,15.0,7.0,39.8,Moderate Risk Exposure
Airbyte,SF Bay Area,,2023-03-31,,Data,Internal memo,Series B,181.0,United States,2023-04-12,Enterprise & Infrastructure,Expansion Stage (Series B),2023,1,3,March,2023-03,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.204006687076795,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Airlift,"Lahore, Non-U.S.",,2022-05-25,0.31,Logistics,https://profit.pakistantoday.com.pk/2022/05/25/airlift-closes-down-operations-in-south-africa-smaller-cities-in-pakistan-amidst-global-downturn/,Series B,109.0,Pakistan,2022-05-25,Travel & Transportation,Expansion Stage (Series B),2022,2,5,May,2022-05,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,Other / International,,4.700480365792417,Unreported,Severe (20% - 40%),,,1,2,True,15.5,12.2,15.0,5.0,47.7,Moderate Risk Exposure
Airlift,"Lahore, Non-U.S.",,2022-07-12,1.0,Logistics,https://techcrunch.com/2022/07/12/airlift-shutdown/,Series B,109.0,Pakistan,2022-07-13,Travel & Transportation,Expansion Stage (Series B),2022,3,7,July,2022-07,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Other / International,,4.700480365792417,Unreported,Existential / Drastic (> 40%),2022-05-25,48.0,2,2,True,25.0,12.2,15.0,25.0,77.2,Critical / Chronic Risk Exposure
Airmeet,"Bengaluru, Non-U.S.",75.0,2023-05-25,0.3,Marketing,https://inc42.com/buzz/exclusive-prosus-backed-airmeet-lays-off-30-of-its-workforce/,Series B,50.0,India,2023-05-26,Marketing & Media,Expansion Stage (Series B),2023,2,5,May,2023-05,Thursday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.330733340286331,3.9318256327243257,Moderate (41 - 200),Severe (20% - 40%),,,1,2,True,15.0,11.8,15.0,5.0,46.8,Moderate Risk Exposure
Airmeet,"Bengaluru, Non-U.S.",,2024-03-19,0.2,Marketing,https://inc42.com/buzz/airmeet-lays-off-20-workforce-in-second-restructuring-exercise-within-a-year/,Series B,50.0,India,2024-03-20,Marketing & Media,Expansion Stage (Series B),2024,1,3,March,2024-03,Tuesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,,3.9318256327243257,Unreported,Substantial (10% - 20%),2023-05-25,299.0,2,2,True,10.0,12.2,15.0,12.0,49.2,Moderate Risk Exposure
Airtable,SF Bay Area,254.0,2022-12-08,0.2,Product,https://techcrunch.com/2022/12/08/airtable-layoffs/,Series F,1400.0,United States,2022-12-08,Other / Diversified,Growth Stage (Series E+),2022,4,12,December,2022-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,5.541263545158426,7.244941546337007,High (201 - 500),Substantial (10% - 20%),,,1,2,True,10.0,15.0,15.0,5.0,45.0,Moderate Risk Exposure
Airtable,SF Bay Area,237.0,2023-09-14,0.27,Product,https://www.forbes.com/sites/stevenbertoni/2023/09/14/unicorn-startup-airtable-lays-off-27-of-firm-shifts-focus-to-big-clients/?sh=171151534589,Series F,1400.0,United States,2023-09-14,Other / Diversified,Growth Stage (Series E+),2023,3,9,September,2023-09,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,5.472270673671475,7.244941546337007,High (201 - 500),Severe (20% - 40%),2022-12-08,280.0,2,2,True,13.5,14.9,15.0,12.0,55.4,Elevated Risk Exposure
Airtame,"Copenhagen, Non-U.S.",15.0,2022-06-15,,Consumer,Internal memo,Unknown,7.0,Denmark,2022-06-16,Consumer & Retail,Unspecified / Private,2022,2,6,June,2022-06,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,Europe,2.772588722239781,2.0794415416798357,Low (<= 40),Unreported,,,1,1,False,8.5,7.5,5.0,5.0,26.0,Lower Risk Exposure
Airtasker,"Sydney, Non-U.S.",,2022-07-04,,Consumer,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,Series C,26.0,Australia,2022-07-04,Consumer & Retail,Late Stage (Series C-D),2022,3,7,July,2022-07,Monday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,,3.295836866004329,Unreported,Unreported,,,1,2,True,8.5,12.2,15.0,5.0,40.7,Moderate Risk Exposure
Airtasker,"Sydney, Non-U.S.",45.0,2023-04-27,0.2,Retail,https://www.businessnewsaustralia.com/articles/airtasker-makes-20pc-of-employees-redundant.html,Series C,26.0,Australia,2023-04-28,Consumer & Retail,Late Stage (Series C-D),2023,2,4,April,2023-04,Thursday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,3.828641396489095,3.295836866004329,Moderate (41 - 200),Substantial (10% - 20%),2022-07-04,297.0,2,2,True,10.0,10.4,15.0,12.0,47.4,Moderate Risk Exposure
Airthings,"Oslo, Non-U.S.",,2024-10-24,,Hardware,https://www.airthings.com/hubfs/01_Website/investors/presentations/Airthings_ASA_Q324_Presentation.pdf,Unknown,,Norway,2024-10-26,Hardware & Manufacturing,Unspecified / Private,2024,4,10,October,2024-10,Thursday,Phase 4: AI Pivot & Structural Realignment,Europe,,,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Airtime,New York City,30.0,2022-05-23,0.2,Consumer,Internal memo,Series B,33.0,United States,2022-08-17,Consumer & Retail,Expansion Stage (Series B),2022,2,5,May,2022-05,Monday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.4339872044851463,3.5263605246161616,Low (<= 40),Substantial (10% - 20%),,,1,2,True,10.0,9.3,15.0,5.0,39.3,Moderate Risk Exposure
Airtime,New York City,25.0,2025-06-04,0.43,Consumer,https://techcrunch.com/2025/06/04/its-layoff-season-at-phil-libins-airtime/,Series B,33.0,United States,2025-06-05,Consumer & Retail,Expansion Stage (Series B),2025,2,6,June,2025-06,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,3.258096538021482,3.5263605246161616,Low (<= 40),Existential / Drastic (> 40%),2022-05-23,1108.0,2,2,True,21.5,8.8,15.0,7.0,52.3,Moderate Risk Exposure
Airy Rooms,"Jakarta, Non-U.S.",,2020-04-22,0.7000000000000001,Travel,https://www.techinasia.com/airy-cease-operations,Unknown,,Indonesia,2020-05-10,Travel & Transportation,Unspecified / Private,2020,2,4,April,2020-04,Wednesday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,,,Unreported,Existential / Drastic (> 40%),,,1,2,True,25.0,12.2,15.0,5.0,57.2,Elevated Risk Exposure
Airy Rooms,"Jakarta, Non-U.S.",,2020-05-07,1.0,Travel,https://www.thejakartapost.com/news/2020/05/08/hotel-start-up-airy-closes-permanently-due-to-pandemic.html,Unknown,,Indonesia,2020-06-04,Travel & Transportation,Unspecified / Private,2020,2,5,May,2020-05,Thursday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,,,Unreported,Existential / Drastic (> 40%),2020-04-22,15.0,2,2,True,25.0,12.2,15.0,25.0,77.2,Critical / Chronic Risk Exposure
